image_id,filename,is_negative,verification_status,reward_points,error_type,ground_truth_label,visual_description,filepath
priv_d_0076,priv_d_0076.jpg,NO (Positive FMCG),CONFIRMED,0,none,Hai chai nước tẩy trang L'Oreal Paris Micellar Water 3-in-1 phiên bản nắp xanh tươi mát và nắp hồng dưỡng ẩm.,Hai chai nước tẩy trang L'Oreal Paris Micellar Water 3 in 1 nắp xanh và nắp hồng trên khay kệ.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0076.jpg
priv_d_0077,priv_d_0077.jpg,NO (Positive FMCG),CONFIRMED,0,none,"Kệ cửa hàng bày bán các loại mì ly Omachi, Hảo Hảo, mì gói 3 Miền, chà là Deglet Nour và khẩu trang y tế An Tâm.","Kệ tạp hóa bày bán mì ăn liền dạng ly Omachi, mì Hảo Hảo, mì 3 Miền và khẩu trang y tế.",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0077.jpg
priv_d_0078,priv_d_0078.jpg,NO (Positive FMCG),CONFIRMED,0,none,"Ba chai nước tẩy trang Gold Bee chiết xuất trà xanh, hoa hồng và lúa mạch trên tay người cầm.","Ba chai nước tẩy trang Gold Bee dung tích 160ml gồm ba màu xanh, hồng và vàng trên tay người dùng.",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0078.jpg
priv_d_0079,priv_d_0079.jpg,NO (Positive FMCG),CONFIRMED,0,none,Nhiều tuýp kem chống nắng Mixa Solaire Dermo Protect SPF 50+ màu cam trên băng chuyền thanh toán siêu thị.,Hàng tuýp kem chống nắng Mixa Solaire Dermo Protect SPF 50+ màu vàng cam đặt tại quầy thanh toán siêu thị.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0079.jpg
priv_d_0080,priv_d_0080.jpg,YES (Empty Target),CONFIRMED,0,none,,Hộp nhựa đựng giò sống chả quết tươi kèm các túi gia vị xung quanh của PhePhaFood.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0080.jpg
priv_d_0081,priv_d_0081.jpg,YES (Empty Target),CONFIRMED,0,none,,Tô chân gà sả tắc trộn chua ngọt kèm ảnh chụp tin nhắn khen ngợi của khách hàng.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0081.jpg
priv_d_0082,priv_d_0082.jpg,YES (Empty Target),CONFIRMED,0,none,,Tập hợp ảnh chụp các góc bánh pizza phô mai kéo sợi tại quán ăn Trà Sữa SHARE.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0082.jpg
priv_d_0083,priv_d_0083.jpg,YES (Empty Target),CONFIRMED,0,none,,Hộp nhựa đựng thịt nướng ướp mè sả tươi sống của PhePhaFood trên nền khăn trải caro đỏ.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0083.jpg
priv_d_0084,priv_d_0084.jpg,YES (Empty Target),CONFIRMED,0,none,,Bánh mì Doner Kebab kẹp thịt rau đặt trên thớt gỗ kèm hai chén nước sốt chấm.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0084.jpg
priv_d_0085,priv_d_0085.jpg,YES (Empty Target),CONFIRMED,0,none,,Thảm lau chân in hình chú chó hoạt hình dòng chữ Best Lucky đặt trên sàn gỗ.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0085.jpg
priv_d_0086,priv_d_0086.jpg,NO (Positive FMCG),CONFIRMED,0,none,Hai học sinh đang chuyền tay nhau thanh sô-cô-la bánh xốp Nestle KitKat Chunky màu đỏ.,Hai học sinh mặc áo đồng phục cùng cầm thanh bánh socola Nestle KitKat Chunky bao bì đỏ.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0086.jpg
priv_d_0087,priv_d_0087.jpg,NO (Positive FMCG),CONFIRMED,0,none,Banner quảng cáo chai nước hoa hồng Round Lab 1025 Dokdo Toner dung tích 200ml trên nền hồng của Hasaki.,Banner Hasaki giới thiệu chai toner Round Lab 1025 Dokdo và quà tặng kèm kem chống nắng.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0087.jpg
priv_d_0088,priv_d_0088.jpg,YES (Empty Target),CONFIRMED,0,none,,Đĩa bánh giò Thành Phát bọc lá chuối cùng một chiếc bóc vỏ cắt đôi lộ nhân thịt mộc nhĩ trứng cút.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0088.jpg
priv_d_0089,priv_d_0089.jpg,NO (Positive FMCG),CONFIRMED,0,none,Hai chai sữa dưỡng thể trắng da Olay Body Cellscience B3 dạng vòi nhấn màu trắng.,Hai chai sữa dưỡng thể trắng da Olay Body Cellscience chứa Niacinamide B3 nắp vòi nhấn.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0089.jpg
priv_d_0090,priv_d_0090.jpg,NO (Positive FMCG),CONFIRMED,0,none,Hũ kem lót dưỡng da Bobbi Brown Vitamin Enriched Face Base cùng chất kem màu vàng bơ và các thành phần nổi bật.,Banner quảng cáo hũ kem dưỡng kiêm lót trang điểm Bobbi Brown Vitamin Enriched Face Base.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0090.jpg
priv_d_0091,priv_d_0091.jpg,YES (Empty Target),CONFIRMED,0,none,,Bát cơm trắng ăn cùng món thịt chưng mắm tép của Bếp Mẹ Shubikem Ăn vặt handmade.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0091.jpg
priv_d_0092,priv_d_0092.jpg,NO (Positive FMCG),CONFIRMED,0,none,Mặt nạ giấy Dear Klairs Midnight Blue Calming Sheet Mask gói đơn và combo 10 miếng trên banner Hasaki.,Banner giảm giá mặt nạ làm dịu da Dear Klairs Midnight Blue Calming Sheet Mask trên nền Hasaki.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0092.jpg
priv_d_0093,priv_d_0093.jpg,NO (Positive FMCG),CONFIRMED,0,none,Chai xịt khoáng dưỡng da Barbie Skin Pearl Glowing Mist màu hồng nhạt dung tích 120ml trên tay người dùng.,Bàn tay cầm chai xịt khoáng cấp ẩm làm sáng Barbie Skin Pearl Glowing Mist trong ô tô.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0093.jpg
priv_d_0094,priv_d_0094.jpg,YES (Empty Target),CONFIRMED,0,none,,Set áo sơ mi lụa cổ nơ và áo hai dây màu kem treo trên mắc áo gỗ nền đen.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0094.jpg
priv_d_0095,priv_d_0095.jpg,NO (Positive FMCG),CONFIRMED,0,none,Banner L'Oreal Paris giới thiệu tinh chất serum Revitalift 1.5% Hyaluronic Acid và cơ chế 3 loại phân tử HA.,Banner L'Oreal Paris trình bày công nghệ 3 loại phân tử Hyaluronic Acid trong serum Revitalift tím.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0095.jpg
priv_d_0096,priv_d_0096.jpg,YES (Empty Target),CONFIRMED,0,none,,Toàn cảnh mặt trước quán ăn Cơm Niêu Mộc Nhiên tại Cam Ly kèm bãi đậu xe.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0096.jpg
priv_d_0097,priv_d_0097.jpg,YES (Empty Target),CONFIRMED,0,none,,"Bốn hộp giấy đựng các combo đồ ăn vặt pizza, gà chiên, khoai tây và xúc xích của Trà sữa SHARE.",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0097.jpg
priv_d_0098,priv_d_0098.jpg,NO (Positive FMCG),CONFIRMED,0,none,Tuýp gel tẩy tế bào chết Dr.G Brightening Peeling Gel màu xanh ngọc kèm các dòng chữ giới thiệu công dụng.,Tuýp gel tẩy tế bào chết dịu nhẹ Dr.G Brightening Peeling Gel màu xanh ngọc kèm mô tả tính năng.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0098.jpg
priv_d_0099,priv_d_0099.jpg,NO (Positive FMCG),CONFIRMED,0,none,Hũ mặt nạ ngủ dưỡng môi Laneige Lip Sleeping Mask EX hương dâu Berry màu hồng trên tay người dùng.,Bàn tay cầm hũ mặt nạ ngủ cho môi Laneige Lip Sleeping Mask EX màu hồng trước cốp trang điểm.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0099.jpg
priv_d_0100,priv_d_0100.jpg,YES (Empty Target),CONFIRMED,0,none,,Khung cảnh hoàng hôn trên đầm nước với thuyền nan đánh cá của Hoàng Thành Travel.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0100.jpg
priv_d_0101,priv_d_0101.jpg,NO (Positive FMCG),CONFIRMED,0,None,Hũ tẩy tế bào chết Dove body scrub crushed cherries & chia milk,Hũ kem tẩy tế bào chết toàn thân Dove body scrub hương crushed cherries & chia milk màu hồng nắp đỏ.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0101.jpg
priv_d_0102,priv_d_0102.jpg,NO (Positive FMCG),CONFIRMED,0,None,Dụng cụ bấm mi AMORTALS,Tay cầm dụng cụ kẹp bấm mi AMORTALS màu vàng nhạt trước túi đựng đồ trang điểm.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0102.jpg
priv_d_0103,priv_d_0103.jpg,NO (Positive FMCG),CONFIRMED,0,None,Bút kẻ mắt CLIO và bút kẻ mắt DEZONE,Tay cầm hai cây bút kẻ mắt thương hiệu CLIO và DEZONE trước túi mỹ phẩm trang điểm.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0103.jpg
priv_d_0104,priv_d_0104.jpg,YES (Empty Target),CONFIRMED,0,None,,Ảnh đồ họa bìa danh sách nước tẩy trang của Uyen Ngo cosmetic không chứa sản phẩm cụ thể.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0104.jpg
priv_d_0105,priv_d_0105.jpg,NO (Positive FMCG),CONFIRMED,0,None,Hộp sữa chua Hạ Long 900ml các vị,"Hình ảnh các hộp sữa chua Hạ Long 900ml nhiều hương vị như matcha, việt quất, truyền thống.",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0105.jpg
priv_d_0106,priv_d_0106.jpg,NO (Positive FMCG),CONFIRMED,0,None,Bảng phấn mắt CLIO hai tone màu hồng và tự nhiên,Tay cầm hai bảng phấn mắt CLIO dạng hộp trong suốt với tone hồng và tone tự nhiên.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0106.jpg
priv_d_0107,priv_d_0107.jpg,NO (Positive FMCG),CONFIRMED,0,None,Serum Klairs Pure Vitamin C và kem dưỡng ẩm Klairs Midnight Blue Calming Cream,Banner quảng cáo Hasaki gồm chai serum Klairs Vitamin C và tuýp kem dưỡng ẩm Klairs Midnight Blue.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0107.jpg
priv_d_0108,priv_d_0108.jpg,YES (Empty Target),CONFIRMED,0,None,,Đĩa sủi cảo chiên giòn nhân phô mai kéo sợi món ăn vặt không nhãn mác thương hiệu.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0108.jpg
priv_d_0109,priv_d_0109.jpg,NO (Positive FMCG),CONFIRMED,0,None,Hộp kem gella vị STRAWBERRY & CREAM,Tay cầm hai hộp kem gelato gella vị dâu tây STRAWBERRY & CREAM.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0109.jpg
priv_d_0110,priv_d_0110.jpg,YES (Empty Target),CONFIRMED,0,None,,Infographic hướng dẫn các bước sử dụng serum Hyaluronic Acid không có sản phẩm thương hiệu cụ thể.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0110.jpg
priv_d_0111,priv_d_0111.jpg,YES (Empty Target),CONFIRMED,0,None,,Tô kem nhãn tươi ăn kèm bánh mì món tráng miệng không nhãn hiệu đóng gói.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0111.jpg
priv_d_0112,priv_d_0112.jpg,NO (Positive FMCG),CONFIRMED,0,None,Mascara CLIO Kill Lash Superproof Mascara Long Curling,Cây chuốt mi mascara CLIO Kill Lash Superproof Mascara Long Curling màu đen nắp đỏ cầm trên tay.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0112.jpg
priv_d_0113,priv_d_0113.jpg,YES (Empty Target),CONFIRMED,0,None,,Hộp xốp đựng món gà ủ muối hoa tiêu chặt miếng kèm nước chấm không có bao bì thương hiệu FMCG.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0113.jpg
priv_d_0114,priv_d_0114.jpg,NO (Positive FMCG),CONFIRMED,0,None,Kem chống nắng ROUND LAB Tone-up Sunscreen và combo kem chống nắng kiềm dầu,Banner Hasaki quảng cáo tuýp kem chống nắng ROUND LAB nâng tông kèm combo quà tặng dạng gói.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0114.jpg
priv_d_0115,priv_d_0115.jpg,YES (Empty Target),CONFIRMED,0,None,,Hình ảnh các hoạt động thể thao vui chơi giải trí ngoài trời tại khu du lịch Vườn Vua.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0115.jpg
priv_d_0116,priv_d_0116.jpg,NO (Positive FMCG),CONFIRMED,0,None,Kem chống nắng OHUI DAY SHIELD Perfect Sun Black,Hai tuýp kem chống nắng OHUI DAY SHIELD Perfect Sun Black 30ml mặt trước và mặt sau.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0116.jpg
priv_d_0117,priv_d_0117.jpg,NO (Positive FMCG),CONFIRMED,0,None,Các hũ tẩy tế bào chết toàn thân TREE HUT Shea Sugar Scrub,Bộ các hũ kem tẩy tế bào chết dạng hạt đường TREE HUT Shea Sugar Scrub nhiều hương vị khác nhau.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0117.jpg
priv_d_0118,priv_d_0118.jpg,NO (Positive FMCG),CONFIRMED,0,None,Hộp che khuyết điểm TFIT và bút che khuyết điểm the SAEM,Tay cầm hộp phấn che khuyết điểm 3 ô TFIT cùng bút che khuyết điểm the SAEM.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0118.jpg
priv_d_0119,priv_d_0119.jpg,NO (Positive FMCG),CONFIRMED,0,None,Cây chuốt mascara chân mày LOCK SWEET,Tay cầm thỏi mascara chải chân mày LOCK SWEET màu hồng tím nhạt trước túi trang điểm.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0119.jpg
priv_d_0120,priv_d_0120.jpg,NO (Positive FMCG),CONFIRMED,0,None,Que kem dẻo đậu xanh Bình Dung Ice Cream,Que kem dẻo đậu xanh cắn dở và bao bì que kem đậu xanh thương hiệu BÌNH DUNG Ice Cream.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0120.jpg
priv_d_0121,priv_d_0121.jpg,NO (Positive FMCG),CONFIRMED,0,None,"Các gói mì ăn liền Hảo Hảo, Indomie, Miliket, 3 Miền và Gấu Đỏ","Khay chứa nhiều gói mì ăn liền các thương hiệu Hảo Hảo, Indomie, Miliket sa tế, 3 Miền và Gấu Đỏ.",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0121.jpg
priv_d_0122,priv_d_0122.jpg,NO (Positive FMCG),CONFIRMED,0,None,Kem dưỡng và kem chống nắng SKIN1004 Madagascar Centella,Banner Hasaki quảng cáo tuýp kem dưỡng làm dịu da và kem chống nắng SKIN1004 Madagascar Centella.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0122.jpg
priv_d_0123,priv_d_0123.jpg,NO (Positive FMCG),CONFIRMED,0,None,Các tuýp kem chống nắng Mixa Solaire Dermo Protect SPF 50+ trong giỏ hàng siêu thị,Giỏ xe đẩy hàng siêu thị chứa đầy các tuýp kem chống nắng Mixa Solaire Dermo Protect SPF 50+.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0123.jpg
priv_d_0124,priv_d_0124.jpg,YES (Empty Target),CONFIRMED,0,None,,Các ly trà sữa bơ Pháp mặn pha chế tại chỗ của quán Trà Sữa SHARE tại Trâu Quỳ.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0124.jpg
priv_d_0125,priv_d_0125.jpg,NO (Positive FMCG),CONFIRMED,0,None,Mascara Maybelline The Hyper Curl Volum Express Waterproof,Cây chuốt mi Mascara Maybelline The Hyper Curl Volum Express Waterproof nắp hồng bóng kèm cọ chuốt.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0125.jpg
priv_d_0126,priv_d_0126.jpg,YES (Empty Target),CONFIRMED,0,None,,Cảnh biển vịnh với nhiều thuyền đánh cá và nhà bè nuôi trồng thủy sản trên mặt biển.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0126.jpg
priv_d_0127,priv_d_0127.jpg,YES (Empty Target),CONFIRMED,0,None,,Ảnh chụp cận cảnh vùng da mũi so sánh trước và sau khi làm sạch mụn đầu đen không có sản phẩm.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0127.jpg
priv_d_0128,priv_d_0128.jpg,NO (Positive FMCG),CONFIRMED,0,None,Xịt khoá nền SO.NATURAL FIXX và 3CE Shimmer Makeup Fixer,Tay cầm hai chai xịt khóa nền trang điểm SO.NATURAL FIXX màu hồng và 3CE Shimmer Makeup Fixer.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0128.jpg
priv_d_0129,priv_d_0129.jpg,NO (Positive FMCG),CONFIRMED,0,None,"Các chai nước tẩy trang Eveline, L'Oreal, Evoluderm, Hada Labo, Hatomugi và Garnier","Bộ sưu tập các chai nước tẩy trang micellar water của Garnier, Hatomugi, Hada Labo, L'Oreal, Evoluderm và Eveline.",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0129.jpg
priv_d_0130,priv_d_0130.jpg,NO (Positive FMCG),CONFIRMED,0,None,Chai xịt khoáng ASPASIA MOIST UP FACE MIST ALOE VERA,Tay cầm chai xịt khoáng dưỡng ẩm chiết xuất nha đam ASPASIA MOIST UP FACE MIST ALOE VERA màu xanh lá.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0130.jpg
priv_d_0131,priv_d_0131.jpg,YES (Empty Target),CONFIRMED,0,None,,Giường nằm đá muối khoáng Himalaya khung gỗ thông cho phòng xông hơi spa.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0131.jpg
priv_d_0132,priv_d_0132.jpg,NO (Positive FMCG),CONFIRMED,0,None,Mascara Maybelline The Hyper Curl Waterproof tông màu Brown,Cây chuốt mi Mascara Maybelline the Hyper Curl Waterproof phiên bản màu nâu cầm trên tay.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0132.jpg
priv_d_0133,priv_d_0133.jpg,NO (Positive FMCG),CONFIRMED,0,None,Serum dưỡng da L'Oreal Paris Revitalift Hyaluronic Acid 1.5%,Chai tinh chất serum giảm rãnh nhăn da L'Oreal Paris Revitalift 1.5% Hyaluron Serum.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0133.jpg
priv_d_0134,priv_d_0134.jpg,YES (Empty Target),CONFIRMED,0,None,,Hộp giấy đựng 4 chiếc bánh mì kẹp hamburger phô mai và thịt tươi chế biến thủ công.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0134.jpg
priv_d_0135,priv_d_0135.jpg,YES (Empty Target),CONFIRMED,0,None,,Poster quảng bá tour du lịch Huế của Hoàng Thành Travel chụp chùa Thiên Mụ và đầm phá Tam Giang.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0135.jpg
priv_d_0136,priv_d_0136.jpg,NO (Positive FMCG),CONFIRMED,0,None,Gói nem chua Huế Thảo Vy đóng gói hút chân không,Cây nem chua Huế đóng gói túi nilon hút chân không thương hiệu Thảo Vy cầm trên tay.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0136.jpg
priv_d_0137,priv_d_0137.jpg,YES (Empty Target),CONFIRMED,0,None,,Hình vẽ minh họa mặt trời dễ thương kèm thông điệp chia sẻ cảm xúc của The Right Turn.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0137.jpg
priv_d_0138,priv_d_0138.jpg,NO (Positive FMCG),CONFIRMED,0,None,Gel tẩy tế bào chết WHISIS Refining Peeling Gel,Tuýp gel tẩy tế bào chết da mặt và toàn thân WHISIS Refining Peeling Gel 120ml.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0138.jpg
priv_d_0139,priv_d_0139.jpg,YES (Empty Target),CONFIRMED,0,None,,Hai ly trà sữa bơ Pháp mặn Thái Xanh pha chế tại quán vỉa hè Trà Sữa SHARE.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0139.jpg
priv_d_0140,priv_d_0140.jpg,YES (Empty Target),CONFIRMED,0,None,,Thau thạch trân châu và hai ly nước Tiramisu pha chế thủ công tại quán Trà Sữa SHARE.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0140.jpg
priv_d_0141,priv_d_0141.jpg,NO (Positive FMCG),CONFIRMED,0,None,Nước hoa hồng Klairs Supple Preparation Unscented Toner và gel rửa mặt COSRX Low pH Good Morning,Banner Hasaki quảng cáo chai nước hoa hồng Klairs và tuýp gel rửa mặt tràm trà COSRX Low pH.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0141.jpg
priv_d_0142,priv_d_0142.jpg,NO (Positive FMCG),CONFIRMED,0,None,Sữa rửa mặt tạo bọt CAPPIR SKIN FACIAL CLEANSING MOUSSE,Chai sữa rửa mặt tạo bọt hoa hồng CAPPIR SKIN FACIAL CLEANSING MOUSSE kèm vỏ hộp.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0142.jpg
priv_d_0143,priv_d_0143.jpg,NO (Positive FMCG),CONFIRMED,0,None,Tuýp kem lót tfit Delicate Silk Veil Art Primer và hộp phấn phủ JUDYDOLL,Tay cầm tuýp kem lót trang điểm tfit Delicate Silk Veil Art Primer và hộp phấn tròn JUDYDOLL.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0143.jpg
priv_d_0144,priv_d_0144.jpg,YES (Empty Target),CONFIRMED,0,None,,Giấy chứng nhận kết quả thử nghiệm chất lượng son Bernice của viện Newcenlab.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0144.jpg
priv_d_0145,priv_d_0145.jpg,YES (Empty Target),CONFIRMED,0,None,,Chiếc xe ô tô 7 chỗ màu trắng thương hiệu Toyota đỗ trên đường phố.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0145.jpg
priv_d_0146,priv_d_0146.jpg,NO (Positive FMCG),CONFIRMED,0,None,"Kệ hàng tạp hóa trưng bày các sản phẩm nước rửa chén Sunlight, nước giặt Amity và sữa tắm Lifebuoy","Kệ sắt siêu thị trưng bày nhiều mặt hàng tiêu dùng nhanh như nước rửa chén Sunlight, nước giặt Amity, sữa tắm Lifebuoy.",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0146.jpg
priv_d_0147,priv_d_0147.jpg,NO (Positive FMCG),CONFIRMED,0,None,Kem chống nắng SUN CREAM LUCAS SPF 50+ PA+++,Poster feedback khách hàng về tuýp kem chống nắng SUN CREAM LUCAS của Đan Thy Group.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0147.jpg
priv_d_0148,priv_d_0148.jpg,NO (Positive FMCG),CONFIRMED,0,None,Chai toner ROUND LAB 1025 Dokdo Toner và combo kem chống nắng tặng kèm,Banner Hasaki quảng cáo chai nước hoa hồng dưỡng ẩm ROUND LAB 1025 Dokdo Toner kèm quà tặng gói kem chống nắng.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0148.jpg
priv_d_0149,priv_d_0149.jpg,YES (Empty Target),CONFIRMED,0,None,,Tô chân gà sốt thái và ly nước kèm ảnh chụp màn hình tin nhắn đặt hàng ăn vặt.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0149.jpg
priv_d_0150,priv_d_0150.jpg,YES (Empty Target),CONFIRMED,0,None,,Ảnh chụp màn hình cuộc trò chuyện tin nhắn khen đồ ăn rẻ kèm hình ảnh meme mèo hài hước.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0150.jpg
priv_d_0151,priv_d_0151.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế bông mút trang điểm giọt nước Amortals màu xanh lá,Bông mút trang điểm thương hiệu Amortals màu xanh lá dạng giọt nước được xỏ ngón tay cầm trên tay,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0151.jpg
priv_d_0152,priv_d_0152.jpg,YES (Empty Target),CONFIRMED,0,NONE,,"Canh chua cá bông lau và các phần cá, rau sống nấu canh được đóng trong hộp nhựa giao hàng",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0152.jpg
priv_d_0153,priv_d_0153.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner Hasaki quảng cáo kem chống nắng Beplain Sunmuse Mineral Sunscreen và Sunmuse Tone Up & Correcting Sunscreen 50ml,Banner Hasaki giới thiệu hai tuýp kem chống nắng Beplain Sunmuse Mineral màu xanh lá và Tone Up màu tím dung tích 50ml,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0153.jpg
priv_d_0154,priv_d_0154.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Các nắm xôi rắc ruốc chà bông được bọc kín bằng màng bọc thực phẩm,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0154.jpg
priv_d_0155,priv_d_0155.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế tuýp kem chống nắng OHUI Day Shield Perfect Sun Black SPF50+ PA++++ 30ml,Tuýp kem chống nắng OHUI Day Shield Perfect Sun Black 30ml cầm trên tay bên cạnh thùng hàng,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0155.jpg
priv_d_0156,priv_d_0156.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Nước tẩy trang Eveline Hyaluron Clinic B5 Ultra-Moisturising và Evoluderm Eau Micellaire Hydratante 500ml,Hai chai nước tẩy trang Eveline Hyaluron Clinic B5 500ml và Evoluderm Peaux Sèches & Sensibles 500ml đặt cạnh nhau,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0156.jpg
priv_d_0157,priv_d_0157.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,"Set đồ ăn nhanh gồm gà rán, khoai tây chiên, pizza và nem chua rán đóng hộp của Trà Sữa SHARE","Các hộp giấy mở nắp đựng gà rán, khoai tây chiên, bánh pizza và đồ ăn vặt kèm nước sốt của quán Trà Sữa SHARE",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0157.jpg
priv_d_0158,priv_d_0158.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Các ly trà sữa tiramisu và trà trái cây kèm topping của quán Trà Sữa SHARE,Các ly nhựa đựng trà sữa tiramisu rắc bột cacao kèm bánh quy và trà trái cây màu hồng của thương hiệu Trà Sữa SHARE,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0158.jpg
priv_d_0159,priv_d_0159.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ly đồ uống trà kem bắp và trà xanh đóng ly mang đi của quán Mật Tea & Coffee,Hai ly đồ uống trà có lớp kem kèm bắp rang bơ và trà xanh hoa quả in logo Mật Tea & Coffee trên khay gỗ,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0159.jpg
