image_id,filename,relative_image_path,image_path,source_status,source_error_type,source_visual_description,source_gate,source_summary,final_gate,final_summary,reviewed,reviewer,note
priv_d_0096,priv_d_0096.jpg,../../images/priv_d_0096.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0096.jpg,CONFIRMED,none,Toàn cảnh mặt trước quán ăn Cơm Niêu Mộc Nhiên tại Cam Ly kèm bãi đậu xe.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0097,priv_d_0097.jpg,../../images/priv_d_0097.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0097.jpg,CONFIRMED,none,"Bốn hộp giấy đựng các combo đồ ăn vặt pizza, gà chiên, khoai tây và xúc xích của Trà sữa SHARE.",ABSENT,,PRESENT,"Ảnh quảng bá các combo đồ ăn vặt của Trà Sữa SHARE, gồm pizza, khoai tây chiên, nem chua rán và món chiên.",TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0098,priv_d_0098.jpg,../../images/priv_d_0098.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0098.jpg,CONFIRMED,none,Tuýp gel tẩy tế bào chết dịu nhẹ Dr.G Brightening Peeling Gel màu xanh ngọc kèm mô tả tính năng.,PRESENT,Tuýp gel tẩy tế bào chết Dr.G Brightening Peeling Gel màu xanh ngọc kèm các dòng chữ giới thiệu công dụng.,PRESENT,Tuýp gel tẩy tế bào chết Dr.G Brightening Peeling Gel màu xanh ngọc kèm các dòng chữ giới thiệu công dụng.,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0099,priv_d_0099.jpg,../../images/priv_d_0099.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0099.jpg,CONFIRMED,none,Bàn tay cầm hũ mặt nạ ngủ cho môi Laneige Lip Sleeping Mask EX màu hồng trước cốp trang điểm.,PRESENT,Hũ mặt nạ ngủ dưỡng môi Laneige Lip Sleeping Mask EX hương dâu Berry màu hồng trên tay người dùng.,PRESENT,Hũ mặt nạ ngủ dưỡng môi Laneige Lip Sleeping Mask EX hương dâu Berry màu hồng trên tay người dùng.,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0100,priv_d_0100.jpg,../../images/priv_d_0100.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0100.jpg,CONFIRMED,none,Khung cảnh hoàng hôn trên đầm nước với thuyền nan đánh cá của Hoàng Thành Travel.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0101,priv_d_0101.jpg,../../images/priv_d_0101.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0101.jpg,CONFIRMED,None,Hũ kem tẩy tế bào chết toàn thân Dove body scrub hương crushed cherries & chia milk màu hồng nắp đỏ.,PRESENT,Hũ tẩy tế bào chết Dove body scrub crushed cherries & chia milk,PRESENT,Hũ tẩy tế bào chết Dove body scrub crushed cherries & chia milk,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0102,priv_d_0102.jpg,../../images/priv_d_0102.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0102.jpg,CONFIRMED,None,Tay cầm dụng cụ kẹp bấm mi AMORTALS màu vàng nhạt trước túi đựng đồ trang điểm.,PRESENT,Dụng cụ bấm mi AMORTALS,PRESENT,Dụng cụ bấm mi AMORTALS,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0103,priv_d_0103.jpg,../../images/priv_d_0103.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0103.jpg,CONFIRMED,None,Tay cầm hai cây bút kẻ mắt thương hiệu CLIO và DEZONE trước túi mỹ phẩm trang điểm.,PRESENT,Bút kẻ mắt CLIO và bút kẻ mắt DEZONE,PRESENT,Bút kẻ mắt CLIO và bút kẻ mắt DEZONE,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0104,priv_d_0104.jpg,../../images/priv_d_0104.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0104.jpg,CONFIRMED,None,Ảnh đồ họa bìa danh sách nước tẩy trang của Uyen Ngo cosmetic không chứa sản phẩm cụ thể.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0105,priv_d_0105.jpg,../../images/priv_d_0105.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0105.jpg,CONFIRMED,None,"Hình ảnh các hộp sữa chua Hạ Long 900ml nhiều hương vị như matcha, việt quất, truyền thống.",PRESENT,Hộp sữa chua Hạ Long 900ml các vị,PRESENT,Hộp sữa chua Hạ Long 900ml các vị,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0106,priv_d_0106.jpg,../../images/priv_d_0106.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0106.jpg,CONFIRMED,None,Tay cầm hai bảng phấn mắt CLIO dạng hộp trong suốt với tone hồng và tone tự nhiên.,PRESENT,Bảng phấn mắt CLIO hai tone màu hồng và tự nhiên,PRESENT,Bảng phấn mắt CLIO hai tone màu hồng và tự nhiên,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0107,priv_d_0107.jpg,../../images/priv_d_0107.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0107.jpg,CONFIRMED,None,Banner quảng cáo Hasaki gồm chai serum Klairs Vitamin C và tuýp kem dưỡng ẩm Klairs Midnight Blue.,PRESENT,Serum Klairs Pure Vitamin C và kem dưỡng ẩm Klairs Midnight Blue Calming Cream,PRESENT,Serum Klairs Pure Vitamin C và kem dưỡng ẩm Klairs Midnight Blue Calming Cream,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0108,priv_d_0108.jpg,../../images/priv_d_0108.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0108.jpg,CONFIRMED,None,Đĩa sủi cảo chiên giòn nhân phô mai kéo sợi món ăn vặt không nhãn mác thương hiệu.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0109,priv_d_0109.jpg,../../images/priv_d_0109.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0109.jpg,CONFIRMED,None,Tay cầm hai hộp kem gelato gella vị dâu tây STRAWBERRY & CREAM.,PRESENT,Hộp kem gella vị STRAWBERRY & CREAM,PRESENT,Hộp kem gella vị STRAWBERRY & CREAM,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0110,priv_d_0110.jpg,../../images/priv_d_0110.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0110.jpg,CONFIRMED,None,Infographic hướng dẫn các bước sử dụng serum Hyaluronic Acid không có sản phẩm thương hiệu cụ thể.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0111,priv_d_0111.jpg,../../images/priv_d_0111.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0111.jpg,CONFIRMED,None,Tô kem nhãn tươi ăn kèm bánh mì món tráng miệng không nhãn hiệu đóng gói.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0112,priv_d_0112.jpg,../../images/priv_d_0112.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0112.jpg,CONFIRMED,None,Cây chuốt mi mascara CLIO Kill Lash Superproof Mascara Long Curling màu đen nắp đỏ cầm trên tay.,PRESENT,Mascara CLIO Kill Lash Superproof Mascara Long Curling,PRESENT,Mascara CLIO Kill Lash Superproof Mascara Long Curling,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0113,priv_d_0113.jpg,../../images/priv_d_0113.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0113.jpg,CONFIRMED,None,Hộp xốp đựng món gà ủ muối hoa tiêu chặt miếng kèm nước chấm không có bao bì thương hiệu FMCG.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0114,priv_d_0114.jpg,../../images/priv_d_0114.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0114.jpg,CONFIRMED,None,Banner Hasaki quảng cáo tuýp kem chống nắng ROUND LAB nâng tông kèm combo quà tặng dạng gói.,PRESENT,Kem chống nắng ROUND LAB Tone-up Sunscreen và combo kem chống nắng kiềm dầu,PRESENT,Kem chống nắng ROUND LAB Tone-up Sunscreen và combo kem chống nắng kiềm dầu,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0115,priv_d_0115.jpg,../../images/priv_d_0115.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0115.jpg,CONFIRMED,None,Hình ảnh các hoạt động thể thao vui chơi giải trí ngoài trời tại khu du lịch Vườn Vua.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0116,priv_d_0116.jpg,../../images/priv_d_0116.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0116.jpg,CONFIRMED,None,Hai tuýp kem chống nắng OHUI DAY SHIELD Perfect Sun Black 30ml mặt trước và mặt sau.,PRESENT,Kem chống nắng OHUI DAY SHIELD Perfect Sun Black,PRESENT,Kem chống nắng OHUI DAY SHIELD Perfect Sun Black,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0117,priv_d_0117.jpg,../../images/priv_d_0117.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0117.jpg,CONFIRMED,None,Bộ các hũ kem tẩy tế bào chết dạng hạt đường TREE HUT Shea Sugar Scrub nhiều hương vị khác nhau.,PRESENT,Các hũ tẩy tế bào chết toàn thân TREE HUT Shea Sugar Scrub,PRESENT,Các hũ tẩy tế bào chết toàn thân TREE HUT Shea Sugar Scrub,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0118,priv_d_0118.jpg,../../images/priv_d_0118.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0118.jpg,CONFIRMED,None,Tay cầm hộp phấn che khuyết điểm 3 ô TFIT cùng bút che khuyết điểm the SAEM.,PRESENT,Hộp che khuyết điểm TFIT và bút che khuyết điểm the SAEM,PRESENT,Hộp che khuyết điểm TFIT và bút che khuyết điểm the SAEM,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0119,priv_d_0119.jpg,../../images/priv_d_0119.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0119.jpg,CONFIRMED,None,Tay cầm thỏi mascara chải chân mày LOCK SWEET màu hồng tím nhạt trước túi trang điểm.,PRESENT,Cây chuốt mascara chân mày LOCK SWEET,PRESENT,Cây chuốt mascara chân mày LOCK SWEET,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0120,priv_d_0120.jpg,../../images/priv_d_0120.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0120.jpg,CONFIRMED,None,Que kem dẻo đậu xanh cắn dở và bao bì que kem đậu xanh thương hiệu BÌNH DUNG Ice Cream.,PRESENT,Que kem dẻo đậu xanh Bình Dung Ice Cream,PRESENT,Que kem dẻo đậu xanh Bình Dung Ice Cream,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0121,priv_d_0121.jpg,../../images/priv_d_0121.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0121.jpg,CONFIRMED,None,"Khay chứa nhiều gói mì ăn liền các thương hiệu Hảo Hảo, Indomie, Miliket sa tế, 3 Miền và Gấu Đỏ.",PRESENT,"Các gói mì ăn liền Hảo Hảo, Indomie, Miliket, 3 Miền và Gấu Đỏ",PRESENT,"Các gói mì ăn liền Hảo Hảo, Indomie, Miliket, 3 Miền và Gấu Đỏ",TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0122,priv_d_0122.jpg,../../images/priv_d_0122.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0122.jpg,CONFIRMED,None,Banner Hasaki quảng cáo tuýp kem dưỡng làm dịu da và kem chống nắng SKIN1004 Madagascar Centella.,PRESENT,Kem dưỡng và kem chống nắng SKIN1004 Madagascar Centella,PRESENT,Kem dưỡng và kem chống nắng SKIN1004 Madagascar Centella,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0123,priv_d_0123.jpg,../../images/priv_d_0123.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0123.jpg,CONFIRMED,None,Giỏ xe đẩy hàng siêu thị chứa đầy các tuýp kem chống nắng Mixa Solaire Dermo Protect SPF 50+.,PRESENT,Các tuýp kem chống nắng Mixa Solaire Dermo Protect SPF 50+ trong giỏ hàng siêu thị,PRESENT,Các tuýp kem chống nắng Mixa Solaire Dermo Protect SPF 50+ trong giỏ hàng siêu thị,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0124,priv_d_0124.jpg,../../images/priv_d_0124.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0124.jpg,CONFIRMED,None,Các ly trà sữa bơ Pháp mặn pha chế tại chỗ của quán Trà Sữa SHARE tại Trâu Quỳ.,ABSENT,,PRESENT,"Ảnh quảng bá các ly trà sữa và đồ ăn vặt của Trà Sữa SHARE, có nhãn vị Thái đỏ và Thái xanh.",TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0125,priv_d_0125.jpg,../../images/priv_d_0125.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0125.jpg,CONFIRMED,None,Cây chuốt mi Mascara Maybelline The Hyper Curl Volum Express Waterproof nắp hồng bóng kèm cọ chuốt.,PRESENT,Mascara Maybelline The Hyper Curl Volum Express Waterproof,PRESENT,Mascara Maybelline The Hyper Curl Volum Express Waterproof,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0126,priv_d_0126.jpg,../../images/priv_d_0126.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0126.jpg,CONFIRMED,None,Cảnh biển vịnh với nhiều thuyền đánh cá và nhà bè nuôi trồng thủy sản trên mặt biển.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0127,priv_d_0127.jpg,../../images/priv_d_0127.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0127.jpg,CONFIRMED,None,Ảnh chụp cận cảnh vùng da mũi so sánh trước và sau khi làm sạch mụn đầu đen không có sản phẩm.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0128,priv_d_0128.jpg,../../images/priv_d_0128.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0128.jpg,CONFIRMED,None,Tay cầm hai chai xịt khóa nền trang điểm SO.NATURAL FIXX màu hồng và 3CE Shimmer Makeup Fixer.,PRESENT,Xịt khoá nền SO.NATURAL FIXX và 3CE Shimmer Makeup Fixer,PRESENT,Xịt khoá nền SO.NATURAL FIXX và 3CE Shimmer Makeup Fixer,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0129,priv_d_0129.jpg,../../images/priv_d_0129.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0129.jpg,CONFIRMED,None,"Bộ sưu tập các chai nước tẩy trang micellar water của Garnier, Hatomugi, Hada Labo, L'Oreal, Evoluderm và Eveline.",PRESENT,"Các chai nước tẩy trang Eveline, L'Oreal, Evoluderm, Hada Labo, Hatomugi và Garnier",PRESENT,"Các chai nước tẩy trang Eveline, L'Oreal, Evoluderm, Hada Labo, Hatomugi và Garnier",TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0130,priv_d_0130.jpg,../../images/priv_d_0130.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0130.jpg,CONFIRMED,None,Tay cầm chai xịt khoáng dưỡng ẩm chiết xuất nha đam ASPASIA MOIST UP FACE MIST ALOE VERA màu xanh lá.,PRESENT,Chai xịt khoáng ASPASIA MOIST UP FACE MIST ALOE VERA,PRESENT,Chai xịt khoáng ASPASIA MOIST UP FACE MIST ALOE VERA,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0131,priv_d_0131.jpg,../../images/priv_d_0131.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0131.jpg,CONFIRMED,None,Giường nằm đá muối khoáng Himalaya khung gỗ thông cho phòng xông hơi spa.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0132,priv_d_0132.jpg,../../images/priv_d_0132.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0132.jpg,CONFIRMED,None,Cây chuốt mi Mascara Maybelline the Hyper Curl Waterproof phiên bản màu nâu cầm trên tay.,PRESENT,Mascara Maybelline The Hyper Curl Waterproof tông màu Brown,PRESENT,Mascara Maybelline The Hyper Curl Waterproof tông màu Brown,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0133,priv_d_0133.jpg,../../images/priv_d_0133.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0133.jpg,CONFIRMED,None,Chai tinh chất serum giảm rãnh nhăn da L'Oreal Paris Revitalift 1.5% Hyaluron Serum.,PRESENT,Serum dưỡng da L'Oreal Paris Revitalift Hyaluronic Acid 1.5%,PRESENT,Serum dưỡng da L'Oreal Paris Revitalift Hyaluronic Acid 1.5%,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0001_0133.json.
priv_d_0134,priv_d_0134.jpg,../../images/priv_d_0134.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0134.jpg,CONFIRMED,None,Hộp giấy đựng 4 chiếc bánh mì kẹp hamburger phô mai và thịt tươi chế biến thủ công.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0135,priv_d_0135.jpg,../../images/priv_d_0135.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0135.jpg,CONFIRMED,None,Poster quảng bá tour du lịch Huế của Hoàng Thành Travel chụp chùa Thiên Mụ và đầm phá Tam Giang.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json. Branded non-FMCG finding intentionally retained as ABSENT.
priv_d_0136,priv_d_0136.jpg,../../images/priv_d_0136.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0136.jpg,CONFIRMED,None,Cây nem chua Huế đóng gói túi nilon hút chân không thương hiệu Thảo Vy cầm trên tay.,PRESENT,Gói nem chua Huế Thảo Vy đóng gói hút chân không,PRESENT,Gói nem chua Huế Thảo Vy đóng gói hút chân không,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0137,priv_d_0137.jpg,../../images/priv_d_0137.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0137.jpg,CONFIRMED,None,Hình vẽ minh họa mặt trời dễ thương kèm thông điệp chia sẻ cảm xúc của The Right Turn.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0138,priv_d_0138.jpg,../../images/priv_d_0138.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0138.jpg,CONFIRMED,None,Tuýp gel tẩy tế bào chết da mặt và toàn thân WHISIS Refining Peeling Gel 120ml.,PRESENT,Gel tẩy tế bào chết WHISIS Refining Peeling Gel,PRESENT,Gel tẩy tế bào chết WHISIS Refining Peeling Gel,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0139,priv_d_0139.jpg,../../images/priv_d_0139.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0139.jpg,CONFIRMED,None,Hai ly trà sữa bơ Pháp mặn Thái Xanh pha chế tại quán vỉa hè Trà Sữa SHARE.,ABSENT,,PRESENT,"Hai ly trà sữa SHARE, trong đó nhãn trên ly ghi trà sữa bơ phô mai mặn và trà xanh.",TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0140,priv_d_0140.jpg,../../images/priv_d_0140.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0140.jpg,CONFIRMED,None,Thau thạch trân châu và hai ly nước Tiramisu pha chế thủ công tại quán Trà Sữa SHARE.,ABSENT,,PRESENT,Các ly Tiramisu by Share và đồ ăn vặt của Trà Sữa SHARE.,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0141,priv_d_0141.jpg,../../images/priv_d_0141.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0141.jpg,CONFIRMED,None,Banner Hasaki quảng cáo chai nước hoa hồng Klairs và tuýp gel rửa mặt tràm trà COSRX Low pH.,PRESENT,Nước hoa hồng Klairs Supple Preparation Unscented Toner và gel rửa mặt COSRX Low pH Good Morning,PRESENT,Nước hoa hồng Klairs Supple Preparation Unscented Toner và gel rửa mặt COSRX Low pH Good Morning,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0142,priv_d_0142.jpg,../../images/priv_d_0142.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0142.jpg,CONFIRMED,None,Chai sữa rửa mặt tạo bọt hoa hồng CAPPIR SKIN FACIAL CLEANSING MOUSSE kèm vỏ hộp.,PRESENT,Sữa rửa mặt tạo bọt CAPPIR SKIN FACIAL CLEANSING MOUSSE,PRESENT,Sữa rửa mặt tạo bọt CAPPIR SKIN FACIAL CLEANSING MOUSSE,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0143,priv_d_0143.jpg,../../images/priv_d_0143.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0143.jpg,CONFIRMED,None,Tay cầm tuýp kem lót trang điểm tfit Delicate Silk Veil Art Primer và hộp phấn tròn JUDYDOLL.,PRESENT,Tuýp kem lót tfit Delicate Silk Veil Art Primer và hộp phấn phủ JUDYDOLL,PRESENT,Tuýp kem lót tfit Delicate Silk Veil Art Primer và hộp phấn phủ JUDYDOLL,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0144,priv_d_0144.jpg,../../images/priv_d_0144.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0144.jpg,CONFIRMED,None,Giấy chứng nhận kết quả thử nghiệm chất lượng son Bernice của viện Newcenlab.,ABSENT,,PRESENT,Banner về son Bernice Cream Lipstick và kết quả kiểm nghiệm của NEWCENLAB.,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0145,priv_d_0145.jpg,../../images/priv_d_0145.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0145.jpg,CONFIRMED,None,Chiếc xe ô tô 7 chỗ màu trắng thương hiệu Toyota đỗ trên đường phố.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json. Branded non-FMCG finding intentionally retained as ABSENT.
priv_d_0146,priv_d_0146.jpg,../../images/priv_d_0146.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0146.jpg,CONFIRMED,None,"Kệ sắt siêu thị trưng bày nhiều mặt hàng tiêu dùng nhanh như nước rửa chén Sunlight, nước giặt Amity, sữa tắm Lifebuoy.",PRESENT,"Kệ hàng tạp hóa trưng bày các sản phẩm nước rửa chén Sunlight, nước giặt Amity và sữa tắm Lifebuoy",PRESENT,"Kệ hàng tạp hóa trưng bày các sản phẩm nước rửa chén Sunlight, nước giặt Amity và sữa tắm Lifebuoy",TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0147,priv_d_0147.jpg,../../images/priv_d_0147.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0147.jpg,CONFIRMED,None,Poster feedback khách hàng về tuýp kem chống nắng SUN CREAM LUCAS của Đan Thy Group.,PRESENT,Kem chống nắng SUN CREAM LUCAS SPF 50+ PA+++,PRESENT,Banner quảng cáo kem chống nắng Sun Cream Lucas.,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0148,priv_d_0148.jpg,../../images/priv_d_0148.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0148.jpg,CONFIRMED,None,Banner Hasaki quảng cáo chai nước hoa hồng dưỡng ẩm ROUND LAB 1025 Dokdo Toner kèm quà tặng gói kem chống nắng.,PRESENT,Chai toner ROUND LAB 1025 Dokdo Toner và combo kem chống nắng tặng kèm,PRESENT,Chai toner ROUND LAB 1025 Dokdo Toner và combo kem chống nắng tặng kèm,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
